modelFreeScore,seqId,seq,semantic
1.4200268581941173E-7,255,1503297 -1 19049105 -1  -2 ,'Metformin' -1 'Potassium Chloride' -1 -2 
1.4199268496653893E-7,868,1361711 -1 1742253 -1  -2 ,'Nitroglycerin' -1 'Levofloxacin' -1 -2 
1.4192593756505876E-7,2597,1174888 -1 1551099 -1 1154343 -1  -2 ,'Hydrocodone' -1 'Prednisone' -1 'Albuterol' -1 -2 
1.415744290604877E-7,697,1797513 -1 1713332 1759842 -1  -2 ,'Ciprofloxacin' -1 'Amoxicillin' 'Clavulanate' -1 -2 
1.415744290604877E-7,626,1797513 -1 1759842 -1  -2 ,'Ciprofloxacin' -1 'Clavulanate' -1 -2 
1.4136444739678766E-7,3392,1125315 -1 956874 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Potassium Chloride' -1 -2 
1.4133111117560826E-7,1367,1713332 -1 1125315 -1 1125315 -1 1125315 1174888 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.4133111117560826E-7,1363,1713332 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.4133111117560826E-7,1337,1713332 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.408884372923205E-7,689,1797513 -1 1174888 -1 1797513 -1  -2 ,'Ciprofloxacin' -1 'Hydrocodone' -1 'Ciprofloxacin' -1 -2 
1.4084439602105895E-7,2984,1174888 -1 1797513 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Ciprofloxacin' -1 'Potassium Chloride' -1 -2 
1.405787185824335E-7,2684,1174888 -1 1174888 -1 1734104 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Azithromycin' -1 'Hydrocodone' -1 -2 
1.4041891239886292E-7,4151,1125315 -1 1307046 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Metoprolol' -1 'Hydrocodone' -1 -2 
1.403440561921351E-7,145,19121608 -1 1734104 -1  -2 ,'Influenza virus vaccine' -1 'Azithromycin' -1 -2 
1.3956719775285715E-7,4207,1125315 -1 1174888 -1 19049105 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.3956719775285715E-7,4201,1125315 -1 1174888 -1 19049105 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
1.3952328891806596E-7,3507,1125315 -1 1307046 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Metoprolol' -1 'Acetaminophen' -1 -2 
1.3947785158947055E-7,4342,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.3947785158947055E-7,2769,1174888 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.3947785158947055E-7,2328,1174888 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.3933139775130309E-7,1899,1308216 -1 956874 -1 1125315 -1  -2 ,'Lisinopril' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
1.3925687794541357E-7,5296,903963 -1 956874 -1  -2 ,'Triamcinolone' -1 'Furosemide' -1 -2 
1.3921640467281744E-7,2074,1174888 -1 778711 -1 1125315 -1  -2 ,'Hydrocodone' -1 'cyclobenzaprine' -1 'Acetaminophen' -1 -2 
1.3921296475764891E-7,1084,1734104 -1 1734104 -1 1125315 -1  -2 ,'Azithromycin' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
1.3894429303850928E-7,985,1742253 -1 1742253 -1 1125315 1174888 -1  -2 ,'Levofloxacin' -1 'Levofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.3884981706477105E-7,146,1713332 -1 19121608 -1  -2 ,'Amoxicillin' -1 'Influenza virus vaccine' -1 -2 
1.3871691386601574E-7,3135,1154343 -1 19049105 -1 1174888 -1  -2 ,'Albuterol' -1 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
1.3871691386601574E-7,3129,1154343 -1 1551099 -1 1174888 -1  -2 ,'Albuterol' -1 'Prednisone' -1 'Hydrocodone' -1 -2 
1.3870231213801424E-7,5556,956874 -1 1734104 -1 1174888 -1  -2 ,'Furosemide' -1 'Azithromycin' -1 'Hydrocodone' -1 -2 
1.3863855075155948E-7,5565,956874 -1 1174888 -1 19049105 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
1.3851827465327563E-7,3657,1125315 -1 1125315 1174888 -1 1307046 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Metoprolol' -1 -2 
1.3851827465327563E-7,2288,1174888 -1 1125315 1174888 -1 1307046 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Metoprolol' -1 -2 
1.382992687865706E-7,4109,1125315 1153664 -1 1125315 1153664 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 'Acetaminophen' 'Propoxyphene' -1 -2 
1.382992687865706E-7,4088,1125315 1153664 -1 1153664 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 'Propoxyphene' -1 -2 
1.3757575918989945E-7,5340,956874 -1 956874 -1 1797513 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Ciprofloxacin' -1 -2 
1.3748727261833013E-7,2,708298 -1  -2 ,'Midazolam' -1 -2 
1.3696912853503315E-7,1587,1551099 -1 956874 -1 1174888 -1  -2 ,'Prednisone' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
1.3696003638694083E-7,901,903963 -1 1742253 -1  -2 ,'Triamcinolone' -1 'Levofloxacin' -1 -2 
1.3689539266696454E-7,486,19049105 -1 1174888 -1 1506270 -1  -2 ,'Potassium Chloride' -1 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
1.3681207365830974E-7,5484,956874 -1 1125315 1174888 -1 956874 -1 1125315 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
1.3671910536598412E-7,460,19049105 -1 1125315 -1 1125315 -1 1125315 1174888 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.3671910536598412E-7,426,19049105 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.3638903196120827E-7,5551,956874 -1 1174888 -1 1506270 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
1.3628946544302055E-7,177,19121608 -1 1149380 -1  -2 ,'Influenza virus vaccine' -1 'fluticasone' -1 -2 
1.362292624228858E-7,908,1742253 -1 19049105 -1 956874 -1  -2 ,'Levofloxacin' -1 'Potassium Chloride' -1 'Furosemide' -1 -2 
1.3595364901652127E-7,491,19049105 -1 1734104 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Azithromycin' -1 'Hydrocodone' -1 -2 
1.3536861404046075E-7,5005,1125315 -1 1551099 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Prednisone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.350702760852051E-7,3417,1125315 -1 956874 -1 1125315 -1 956874 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
1.3492149257616595E-7,1569,1551099 -1 1153013 -1  -2 ,'Prednisone' -1 'Promethazine' -1 -2 
1.3485474490135984E-7,642,1797513 -1 1307046 -1  -2 ,'Ciprofloxacin' -1 'Metoprolol' -1 -2 
1.3476439790538442E-7,2971,1174888 -1 1759842 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Clavulanate' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.3476439790538442E-7,2910,1174888 -1 1713332 1759842 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' 'Clavulanate' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.3476439790538442E-7,2908,1174888 -1 1713332 1759842 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' 'Clavulanate' -1 'Hydrocodone' -1 -2 
1.3476439790538442E-7,2642,1174888 -1 1759842 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Clavulanate' -1 'Hydrocodone' -1 -2 
1.3476416384433516E-7,5682,939506 967823 986417 -1  -2 ,'Sodium Bicarbonate' 'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' -1 -2 
1.3476416384433516E-7,5285,939506 967823 -1  -2 ,'Sodium Bicarbonate' 'Sodium Chloride' -1 -2 
1.3476416384433516E-7,5254,939506 986417 -1  -2 ,'Sodium Bicarbonate' 'POLYETHYLENE GLYCOL 3350' -1 -2 
1.3476416384433516E-7,5251,967823 986417 -1  -2 ,'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' -1 -2 
1.3476416384433516E-7,25,939506 -1  -2 ,'Sodium Bicarbonate' -1 -2 
1.3458152895340582E-7,4452,1125315 1174888 -1 1201620 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Codeine' -1 -2 
1.3458152895340582E-7,1955,1174888 -1 1201620 -1  -2 ,'Hydrocodone' -1 'Codeine' -1 -2 
1.3454295588395748E-7,3334,1125315 -1 1125315 -1 781039 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Alprazolam' -1 -2 
1.342589959397338E-7,1967,1201620 -1 956874 -1  -2 ,'Codeine' -1 'Furosemide' -1 -2 
1.3419388327758195E-7,142,1742253 -1 19121608 -1  -2 ,'Levofloxacin' -1 'Influenza virus vaccine' -1 -2 
1.340889921262282E-7,5213,1124957 -1 1174888 -1 1125315 -1  -2 ,'Oxycodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.3395771139468553E-7,4874,1125315 1174888 -1 1125315 1174888 -1 1174888 -1 956874 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
1.3395771139468553E-7,4733,1125315 1174888 -1 1125315 -1 1174888 -1 956874 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
1.3395771139468553E-7,4608,1125315 1174888 -1 1174888 -1 1174888 -1 956874 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
1.3395771139468553E-7,3756,1125315 -1 1125315 1174888 -1 1174888 -1 956874 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
1.3395771139468553E-7,3677,1125315 -1 1125315 -1 1174888 -1 956874 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
1.3395771139468553E-7,2362,1174888 -1 1125315 1174888 -1 1174888 -1 956874 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
1.3395635837087458E-7,1235,1163944 -1 1713332 -1  -2 ,'Guaifenesin' -1 'Amoxicillin' -1 -2 
1.339384684872111E-7,5026,1125315 -1 19049105 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 'Amoxicillin' -1 -2 
1.339384684872111E-7,2902,1174888 -1 19049105 -1 1713332 -1  -2 ,'Hydrocodone' -1 'Potassium Chloride' -1 'Amoxicillin' -1 -2 
1.338379727631741E-7,5137,1125315 -1 1786621 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.338379727631741E-7,4184,1125315 -1 1786621 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Hydrocodone' -1 -2 
1.3376110480991105E-7,1346,1713332 -1 1125315 1174888 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.3376110480991105E-7,1293,1713332 -1 1174888 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.3340601869790767E-7,4509,1125315 1174888 -1 1786621 -1 1713332 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Cephalexin' -1 'Amoxicillin' -1 -2 
1.3340601869790767E-7,2898,1174888 -1 1786621 -1 1713332 -1  -2 ,'Hydrocodone' -1 'Cephalexin' -1 'Amoxicillin' -1 -2 
1.3323302345181666E-7,1950,1307046 -1 1174888 -1 1125315 1174888 -1  -2 ,'Metoprolol' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.3323302345181666E-7,1947,1307046 -1 1174888 -1 1174888 -1  -2 ,'Metoprolol' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.3323302345181666E-7,1945,1307046 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Metoprolol' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.3323302345181666E-7,1940,1307046 -1 1125315 1174888 -1 1174888 -1  -2 ,'Metoprolol' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.331067843072427E-7,1,586413 -1  -2 ,'pneumococcal polysaccharides (23)' -1 -2 
1.3297462314630593E-7,4464,1125315 1174888 -1 1545958 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'atorvastatin' -1 -2 
1.3288753192004595E-7,4553,1125315 1174888 -1 1713332 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.3288753192004595E-7,4547,1125315 1174888 -1 1713332 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
1.327061927718077E-7,1609,1551099 -1 1125315 -1 1125315 1174888 -1  -2 ,'Prednisone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.324418394550767E-7,5430,956874 -1 1125315 -1 1786621 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Cephalexin' -1 -2 
1.3235602280111915E-7,247,1545958 -1 19049105 -1  -2 ,'atorvastatin' -1 'Potassium Chloride' -1 -2 
1.3156280289114565E-7,2209,1174888 -1 1786621 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Cephalexin' -1 'Acetaminophen' -1 -2 
1.315432397031697E-7,333,19049105 -1 956874 -1 1742253 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Levofloxacin' -1 -2 
1.3151348981967227E-7,4541,1125315 1174888 -1 1734104 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.3145961678337942E-7,4461,1125315 1174888 -1 1506270 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
1.3117458598576335E-7,3440,1125315 1174888 -1 970250 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Spironolactone' -1 -2 
1.3107914383425664E-7,1614,1551099 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Prednisone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.3094629078931716E-7,2106,1174888 -1 956874 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 'Potassium Chloride' -1 -2 
1.3085754978216126E-7,2119,1174888 -1 956874 -1 1174888 -1 956874 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
1.3053539297192644E-7,5077,1125315 -1 1734104 -1 1742253 -1  -2 ,'Acetaminophen' -1 'Azithromycin' -1 'Levofloxacin' -1 -2 
1.3036837181328362E-7,4809,1125315 1174888 -1 1125315 1174888 -1 1153013 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Promethazine' -1 -2 
1.3036837181328362E-7,4718,1125315 1174888 -1 1125315 -1 1153013 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Promethazine' -1 -2 
1.3036837181328362E-7,4595,1125315 1174888 -1 1174888 -1 1153013 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Promethazine' -1 -2 
1.3036837181328362E-7,2354,1174888 -1 1125315 1174888 -1 1153013 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Promethazine' -1 -2 
1.3036837181328362E-7,2164,1174888 -1 1125315 -1 1153013 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Promethazine' -1 -2 
1.303624949560119E-7,1879,1310149 -1 1174888 -1 1125315 -1  -2 ,'Warfarin' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.3034647967409308E-7,3087,1154343 -1 1125315 -1 19049105 -1  -2 ,'Albuterol' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
1.3031702750320722E-7,1700,1506270 -1 1506270 -1  -2 ,'Methylprednisolone' -1 'Methylprednisolone' -1 -2 
1.302157797351924E-7,3208,1153013 -1 1174888 -1 1174888 -1  -2 ,'Promethazine' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.30196049389467E-7,4065,1125315 -1 1154343 -1 1149380 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 'fluticasone' -1 -2 
1.2999670875075505E-7,1144,1734104 -1 1742253 -1 1174888 -1  -2 ,'Azithromycin' -1 'Levofloxacin' -1 'Hydrocodone' -1 -2 
1.2983487647109174E-7,2709,1174888 -1 1174888 -1 1174888 -1 1154343 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Albuterol' -1 -2 
1.2919616046410493E-7,971,1742253 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Levofloxacin' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.2899352738361341E-7,4114,1125315 -1 1174888 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Albuterol' -1 -2 
1.288409175734615E-7,157,1503297 -1 19121608 -1  -2 ,'Metformin' -1 'Influenza virus vaccine' -1 -2 
1.2876506753584065E-7,1111,1734104 -1 1125315 1174888 -1 1125315 -1  -2 ,'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.2863973043198547E-7,1001,1551099 -1 1734104 -1  -2 ,'Prednisone' -1 'Azithromycin' -1 -2 
1.283306099636461E-7,5623,956874 -1 1713332 -1 19049105 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 'Potassium Chloride' -1 -2 
1.2806202223665232E-7,5059,1125315 -1 1713332 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.2806202223665232E-7,5055,1125315 -1 1713332 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.2806202223665232E-7,5048,1125315 -1 1713332 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.2806202223665232E-7,4242,1125315 -1 1174888 -1 1713332 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.2806202223665232E-7,4240,1125315 -1 1174888 -1 1713332 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
1.2806202223665232E-7,4238,1125315 -1 1174888 -1 1713332 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
1.2806202223665232E-7,2928,1174888 -1 1713332 -1 1125315 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.2806202223665232E-7,2926,1174888 -1 1713332 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.2806202223665232E-7,2919,1174888 -1 1713332 -1 1125315 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.2806202223665232E-7,2694,1174888 -1 1174888 -1 1713332 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.2806202223665232E-7,2692,1174888 -1 1174888 -1 1713332 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
1.2806202223665232E-7,2690,1174888 -1 1174888 -1 1713332 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
1.2806202223665232E-7,2270,1174888 -1 1125315 -1 1713332 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.2806202223665232E-7,2268,1174888 -1 1125315 -1 1713332 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
1.2806202223665232E-7,2265,1174888 -1 1125315 -1 1713332 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
1.280356868476111E-7,877,1201620 -1 1742253 -1  -2 ,'Codeine' -1 'Levofloxacin' -1 -2 
1.278292124020787E-7,5561,956874 -1 1174888 -1 1786621 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Cephalexin' -1 -2 
1.275472705705831E-7,5025,1125315 -1 1713332 -1 1797513 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Ciprofloxacin' -1 -2 
1.275472705705831E-7,2901,1174888 -1 1713332 -1 1797513 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Ciprofloxacin' -1 -2 
1.275370185344524E-7,4845,1125315 1174888 -1 1125315 -1 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.275370185344524E-7,4826,1125315 1174888 -1 1125315 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.275370185344524E-7,4824,1125315 1174888 -1 1125315 -1 1174888 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.275370185344524E-7,3724,1125315 -1 1125315 -1 1174888 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.275370185344524E-7,3695,1125315 -1 1125315 -1 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.275370185344524E-7,3685,1125315 -1 1125315 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.275370185344524E-7,2336,1174888 -1 1125315 -1 1174888 -1 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.275370185344524E-7,2313,1174888 -1 1125315 -1 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.272087218883164E-7,3131,1154343 -1 1174888 -1 1713332 -1  -2 ,'Albuterol' -1 'Hydrocodone' -1 'Amoxicillin' -1 -2 
1.2666016161658305E-7,1990,956874 -1 1192710 -1  -2 ,'Furosemide' -1 'Chlorpheniramine' -1 -2 
1.2640620374703604E-7,1197,956874 -1 1716903 -1  -2 ,'Furosemide' -1 'moxifloxacin' -1 -2 
1.2636319220959204E-7,2304,1174888 -1 1125315 -1 1174888 -1 956874 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
1.261436160442397E-7,653,1797513 -1 1149380 -1  -2 ,'Ciprofloxacin' -1 'fluticasone' -1 -2 
1.2575800157062763E-7,4249,1125315 -1 1174888 -1 1551099 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Prednisone' -1 'Hydrocodone' -1 -2 
1.257425087285549E-7,505,19049105 -1 1174888 -1 19049105 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Hydrocodone' -1 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
1.255653983536742E-7,4965,1125315 -1 1310149 -1 1310149 -1  -2 ,'Acetaminophen' -1 'Warfarin' -1 'Warfarin' -1 -2 
1.254898470732114E-7,3582,1125315 -1 1125315 -1 1797513 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 'Acetaminophen' -1 -2 
1.251935207296277E-7,562,19049105 -1 19049105 -1 1742253 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Levofloxacin' -1 -2 
1.248678002483182E-7,3056,903963 -1 1154343 -1  -2 ,'Triamcinolone' -1 'Albuterol' -1 -2 
1.2479251693601666E-7,4446,1125315 -1 1174888 -1 956874 -1 956874 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Furosemide' -1 'Furosemide' -1 -2 
1.247595100866761E-7,3439,1125315 -1 970250 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Spironolactone' -1 'Acetaminophen' -1 -2 
1.2472045556225473E-7,5314,956874 -1 956874 -1 1154343 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Albuterol' -1 -2 
